"question","question_hi","option_a","option_a_hi","option_b","option_b_hi","option_c","option_c_hi","option_d","option_d_hi","correct_answer","explanation","explanation_hi","subject","subject_hi","topic","topic_hi","difficulty","marks","negative_marks"
"___________ mounts, is when a ﬁle system can be mounted over another ﬁle system, that is remotely mounted, not local.","माउंट तब होता है, जब फ़ाइल सिस्टम को किसी दूसरे फ़ाइल सिस्टम पर माउंट किया जा सकता जो दूरस्थ रूप से माउंट किया","recursive","पुनरावर्ती","cascading","कैसकैडिंग","trivial","साधारण","None of these","इनमे से कोई नहीं","B","","","Computer Science & Information Technology","कंप्यूटर विज्ञान एवं सूचना प्रौद्योगिकी","","","","1","0.25"
"Smallest piece of data that could be dealt separately is classiﬁed as","अलग से कार्य किए जा सकने वाले डेटा के सबसे","ﬁle record","फाइल रिकॉर्ड","item","आइटम","data column","डेटा कॉलम","data rows","डेटा रो","B","","","Computer Science & Information Technology","कंप्यूटर विज्ञान एवं सूचना प्रौद्योगिकी","","","","1","0.25"
"Arrangement of data into a speciﬁc order is classiﬁed as","डेटा के विशिष्ट क्रम में व्यवस्थापन को किस रूप में वर्गीकृत किया जाता है?","sorting","सोर्टिंग","ordering","ऑर्डरिंग","learning","लर्निंग","enquiring","wrest","A","","","Computer Science & Information Technology","कंप्यूटर विज्ञान एवं सूचना प्रौद्योगिकी","","","","1","0.25"
"System programs such as compiler are designed as that they are","कंपाइलर जैसे सिस्टम प्रोग्राम्स को इस प्रकार से बनाया जाता है कि वे-","re-enterable","दोबारा प्रवेश योग्य हों","non-reusable","दोबारा प्रयुक्त करने योग्य ना हों","serially usable","क्रमिक रूप से प्रयुक्त करने योग्य हों","recursive","रिकर्सिव(पुनरावर्ती)","A","","","Computer Science & Information Technology","कंप्यूटर विज्ञान एवं सूचना प्रौद्योगिकी","","","","1","0.25"
"An assembler converts","असेम्बलर किसे रूपांतरित करता है?","Machine code to mnemonics","मशीन कोड को नीमॉ�न�स म�","High level language to assembly level","उच्च स्तरीय भाषा को असेम्बली स्तर में","Assembly language to machine language","कोडांतरण भाषा को मशीन भाषा म�","All options are correct","सभी विकल्प सही हैं","C","","","Computer Science & Information Technology","कंप्यूटर विज्ञान एवं सूचना प्रौद्योगिकी","","","","1","0.25"
"An example of intermediate language is","मध्यवर्ती भाषा का एक उदहारण कौन-सा है?","SNOBOL","","Pascal","पास्कल","COBOL","","UNCOL","","D","","","Computer Science & Information Technology","कंप्यूटर विज्ञान एवं सूचना प्रौद्योगिकी","","","","1","0.25"
"A section of disk at the beginning of each partition is set aside to contain the table in :","��येक पाट�शन के आरंभ म� �ड�क के एक खंड को अलग रखा जाता है ता�क टे बल को ____ म� रखा जा सके","FAT","","linked allocation","लिंक्ड एलोकेशन","Hashed allocation","हैश्ड एलोकेशन","indexed allocation","इंडेक्स्ड एलोकेशन","A","","","Computer Science & Information Technology","कंप्यूटर विज्ञान एवं सूचना प्रौद्योगिकी","","","","1","0.25"
"Information about a process is maintained in a _________.","प्रोसेस की जानकारी में संभाली जाती है|","Stack","स्टैक","Translation Lookaside Buﬀer","ट्रांसलेशन लुकअसाइड बफर","Process Control Block","प्रोसेस कंट्रोल ब्लॉक","Program Control Block","प्रोग्राम कंट्रोल ब्लॉक","C","","","Computer Science & Information Technology","कंप्यूटर विज्ञान एवं सूचना प्रौद्योगिकी","","","","1","0.25"
"Identify the odd thing in the services of operating system.","ऑपरेटिंग सिस्टम की सर्विसेज में विषम विकल्प पहचानें|","Accounting","अकाउंटिंग","Protection","प्रोटेक्शन","Error detection and correction","'एरर डिटेक्शन और करेक्शन","Deadlock handling","डेडलॉक ह�ड�ल�ग","C","","","Computer Science & Information Technology","कंप्यूटर विज्ञान एवं सूचना प्रौद्योगिकी","","","","1","0.25"
"Which technique was introduced because a single job could not keep both the CPU and the I/O devices busy?","'एक जॉब द्वारा CPU afte 1/0 दोनों उपकरणों को व्यस्त ना रख पाने के कारण किस तकनीक को आरंभ किया गया?","Time-sharing","टाइम-शैयरिंग","Spooling","स्पूलिंग","Preemptive scheduling","प्रीएस्टिव Seater","Multiprogramming","मल्टीप्रोग्रामिंग","D","","","Computer Science & Information Technology","कंप्यूटर विज्ञान एवं सूचना प्रौद्योगिकी","","","","1","0.25"
"The primary job of the operating system of a computer is to ________.","कंप्युटर के ऑपरेटिंग सिस्टम का मुख्य कार्य है।","Command Resources","रिसोर्स कमांड करना","Manage Resources","रिसोर्स प्रबंधित करना","Provide Utilities","उपयोगिताएँ प्रदान करना","Be user friendly","प्रयोक्ता अनुकूल होना","B","","","Computer Science & Information Technology","कंप्यूटर विज्ञान एवं सूचना प्रौद्योगिकी","","","","1","0.25"
"______________ is deﬁned as the science of selecting and interconnecting hardware components to create computers that meets functional, performance and cost goals.","को फंक्शनल, परफॉरमेंस और लागत: कंपोर्नेट्स के चयन और उनके परस्पर संयोजन के विज्ञान के रूप में परिभाषित किया जाता है|","Computer","कंप्यूटर","Calculator","कैलकुलेटर","Calculating machine","कैलकुलेटिंग मशीन","Computer architecture","कंप्यूटर आर्किटेक्चर","D","","","Computer Science & Information Technology","कंप्यूटर विज्ञान एवं सूचना प्रौद्योगिकी","","","","1","0.25"
"The memory management system must therefore allow controlled access to ___________areas of memory without compromising essential protection.","मैमोरी प्रबंधन सिस्टम को अनिवार्य प्रोटेक्शन को जोखिम में डाले बिना मेमोरी के. क्षेत्रों में नियंत्रित एक्सेस अनुमत करना चाहिए|","relocated","रिलोकेट","protected","प्रोटेक्टेड","shared","शैयर्ड","organized","आर्गनाइज्ड","C","","","Computer Science & Information Technology","कंप्यूटर विज्ञान एवं सूचना प्रौद्योगिकी","","","","1","0.25"
"Among all memory management techniques________ is simple to implement little operating system overhead.","सभी मेमोरी प्रबंधन तकनीकों में थोड़े ऑपरेटिंग सिस्टम ओवरहेड वाली लागु करने में सहज मेमोरी प्रबंधन तकनीक हैं|","Fixed partitioning","�फ��ड पा�ट�श�न�ग","Simple Paging","सिंपल पेजिंग","Virtual memory paging","वचु�अल मेमोरी पे�ज�ग","Simple segmentation","सिंपल सेगमेंटेशन","A","","","Computer Science & Information Technology","कंप्यूटर विज्ञान एवं सूचना प्रौद्योगिकी","","","","1","0.25"
"What is the name of the program that controls the overall functions of the computer?","कंप्यूटर के संपूर्ण कार्य को नियंत्रित करने वाले प्रोग्राम का नाम कया है?","The operating system","ऑपरेटिंग सिस्टम","An application program","ऐप्लीकेशन प्रोग्राम","A Browser","ब्राउज़र","The ﬁle manager","waa मैनेजर","A","","","Computer Science & Information Technology","कंप्यूटर विज्ञान एवं सूचना प्रौद्योगिकी","","","","1","0.25"
"Which of the following is a service not supported by the operating system?","निम्न में से किस सर्विस का ऑपरेटिंग सिस्टम समर्थन नहीं करता?","Protection","प्रोटेक्शन","Managing resources","रिसोर्स का प्रबंधन","Compilation","कंपाइलेशन","I / O","","C","","","Computer Science & Information Technology","कंप्यूटर विज्ञान एवं सूचना प्रौद्योगिकी","","","","1","0.25"
"A thread shares its resources (like data section, code, section, open, ﬁles, signals) with","Os अपने रिसौर्स (जैसे डेटा चयन, कोड, सेक्शन,","other process similar to the one that the thread belongs to","श्रेड जिस प्रोसेस से संबंधित है उसके अनुरूप अन्य प्रोसेस","other threads that belong to similar processes","अनु�प �ोसेस से संबं�धत अ�य �ेड्स के साथ","other threads that belong to the same process","सामान �ोसेस से संबं�धत अ�य �ेड्स के साथ","All options are correct","सभी �वक�प सही ह�","C","","","Computer Science & Information Technology","कंप्यूटर विज्ञान एवं सूचना प्रौद्योगिकी","","","","1","0.25"
"The operating system determines the manner in which all of the following occurs except","ऑपरेटिंग सिस्टम ऐसे तरीके को निर्धारित करता है जिसमें निम्न में से किसे छोड़कर सभी होता है?","user creation of a document","प्रयोक्ता द्वारा दस्तावेज का निर्माण","user interaction with the processor","प्रोसेसर के साथ प्रयोक्ता इंटरेक्शन","printer output","प्रिंट: आउटपुट","data displayed on the monitor","मॉ�नटर पर �द�श�त डेटा","B","","","Computer Science & Information Technology","कंप्यूटर विज्ञान एवं सूचना प्रौद्योगिकी","","","","1","0.25"
"Which of the following is not part of operating system?","निम्न में से कौन ऑपरेटिंग सिस्टम का भाग नहीं होता?","Kernel","कर्नल","Devices Drivers","डिवाइस ड्राईवर","User Interface","प्रयोक्ता इंटरफ़ेस","None of these","इनमे से कोई नहीं","D","","","Computer Science & Information Technology","कंप्यूटर विज्ञान एवं सूचना प्रौद्योगिकी","","","","1","0.25"
"The process of starting or restarting a computer system by loading instruction from a secondary storage device into the computer memory, is called","सेकेंडरी स्टोरेज डिवाइस से कंप्यूटर मेमोरी में इंस्ट्रक्शन लोड करके किसी कंप्यूटर सिस्टम को स्टार्ट वा रीस्टार्ट करने की प्रक्रिया को क्या कहा जाता है?","duping","डुपिंग","booting","fir","padding","पैडिंग","All options are correct","सभी �वक�प सही ह�","B","","","Computer Science & Information Technology","कंप्यूटर विज्ञान एवं सूचना प्रौद्योगिकी","","","","1","0.25"
"_______ is when the computer is turned ON and the operating system is loaded.","कंप्यूटर को चालू किए जाने पर ऑपरेटिंग सिस्टम के लोड होने की प्रक्रिया ____ कहलाती है।","Booting","fir","Flashing","फ़्लैशिंग","Tracking","ट्रैकिंग","Taping","टैपिंग","A","","","Computer Science & Information Technology","कंप्यूटर विज्ञान एवं सूचना प्रौद्योगिकी","","","","1","0.25"
"Which of the following is / are characteristics of an operating system?","�न�न�ल�खत म� से कौन ऑपरे�ट�ग �स�टम का/के गुण है/ह�?","Resource management","संसाधन प्रबंधन","Error recovery","aR pole","Memory management","मैमोरी प्रबंधन","All options are correct","सभी विकल्प सही हैं","D","","","Computer Science & Information Technology","कंप्यूटर विज्ञान एवं सूचना प्रौद्योगिकी","","","","1","0.25"
"While running DOS on a PC, which command would be used to duplicate the entire diskette?","पीसी में 005 चालते समय, पूरी डिस्क की अनुलिपि बनाने में किस कमांड का उपयोग किया जाएगा?","COPY","कॉपी","DISKCOPY","डिस्ककॉपी","CHKDSK CHKDSK","","TYPE","प्रकार","B","","","Computer Science & Information Technology","कंप्यूटर विज्ञान एवं सूचना प्रौद्योगिकी","","","","1","0.25"
"A _______ in C language is also known as record.","८ लैंग्वेज में ___ को रिकॉर्ड भी कहा जाता है।","array","सरणी","structure","संरचना","pointer","प्वॉइंटर","enum","a","B","","","Computer Science & Information Technology","कंप्यूटर विज्ञान एवं सूचना प्रौद्योगिकी","","","","1","0.25"
"A function can______.","weer","return a value","मान लौटाता है","change value of actual arguments in call by reference","संदभ� �ारा कॉल म� वा�त�वक तक� के मान बदलता है","perform a task","काय� �न�पा�दत करता है","All options are correct","सभी विकल्प सही हैं","D","","","Computer Science & Information Technology","कंप्यूटर विज्ञान एवं सूचना प्रौद्योगिकी","","","","1","0.25"
"When you omit parameters from a function call, values can be provided by","am आप फ़ंक्शन कॉल से मापदंड हटाते हैं, तो निम्न द्वारा मान प्रदान किए जा सकते हैं","formal parameters","औपचारिक मापदंड","reference parameters","संदर्भ मापदंड","overloaded parameters","ओवरलोडेड मापदंड","default parameters","डिफ़ॉल्ट मापदेड","D","","","Computer Science & Information Technology","कंप्यूटर विज्ञान एवं सूचना प्रौद्योगिकी","","","","1","0.25"
"You can place function templates","आप फ़ंक्शन टैम्पलेट कहाँ रख सकते हैं","at the end of main ()","main () के अंत में","at the start of a program above main ()","प्रोग्राम की शुरूआत में main () के ऊपर","in two ﬁles-one for the deﬁnition and one for the function","दो फ़ाइलों मैं-एक परिभाषा के लिए और दूसरी sheers के लिए","All options are correct","सभी �वक�प सही ह�","B","","","Computer Science & Information Technology","कंप्यूटर विज्ञान एवं सूचना प्रौद्योगिकी","","","","1","0.25"
"The use of macros in place of functions A. reduces execution times B. reduces code size C. increases execution time","फ़ंक्शन के स्थान पर मैक्रो का उपयोग A. निष्पादन समय को कम करता है 8. कोड आकार को कम करता है ८. निष्पादन समय में वृद्धि करता है","Only A","केवल A","Only B","aaa 8","Both A and B","Adi 8 दोनों","Only C","केवल C","C","","","Computer Science & Information Technology","कंप्यूटर विज्ञान एवं सूचना प्रौद्योगिकी","","","","1","0.25"
"________ are the basic run-time entities in an object system.","ऑब्जेक्ट सिस्टम में बुनियादी रन-टाइम एंटीटी होते हैं।","Objects","ऑब्जेक्ट्स","Classes","क्लासेस","Abstraction","ऐब्स्ट्रैक्शन","Inheritance","इनहैरिटेंस","A","","","Computer Science & Information Technology","कंप्यूटर विज्ञान एवं सूचना प्रौद्योगिकी","","","","1","0.25"
"Paying attention to the important properties while ignoring inessential details is known as _______ .","अनावाश्यक विवरणों की उपेक्षा करते हुए महत्वपूर्ण गुणों पर ध्यान देना ___ कहलाता है।","selectiveness","चयनात्मकता","polymorphism","बहुरुपता","abstraction","ऐब्स्ट्रैक्शन","summarizing","संकलन","C","","","Computer Science & Information Technology","कंप्यूटर विज्ञान एवं सूचना प्रौद्योगिकी","","","","1","0.25"
"If an expression contains double, int, ﬂoat, long, then whole expression will promoted into which of these data types?","अगर एक व्यंजक में डबल, पूर्णांक, फ़्लोट, लॉग हैं, से संबंधित किया जाएगा?","long","ait","int","पूर्णांक","double","डबल","ﬂoat","फ़्लोट","C","","","Computer Science & Information Technology","कंप्यूटर विज्ञान एवं सूचना प्रौद्योगिकी","","","","1","0.25"
"image","image","1","1","12","12","2","2","4","4","A","","","Computer Science & Information Technology","कंप्यूटर विज्ञान एवं सूचना प्रौद्योगिकी","","","","1","0.25"
"image","image","5","5","25","25","7","7","Compilation Error","संकलन �ु�ट","A","","","Computer Science & Information Technology","कंप्यूटर विज्ञान एवं सूचना प्रौद्योगिकी","","","","1","0.25"
"A process refers to 5 pages, A, B, C, D, E in the order : A, B, C, D, A, B, E, A, B, C, D, E. If the page replacement algorithm is FIFO, the number of page transfers with an empty internal store of 3 frames is 7. If the number of page frames is increased to 4, then the number of page transfers :","एक प्रक्रिया 5 पृष्ठ &, 8, ८, 0, ६ को निम्न क्रम में संदर्भित करती है: A,B, ९, 0, 8, 8, ६, 8, 8, ९. की संख्या 7 है। अगर पृष्ठ फ्रेम की संख्या बढ़ाकर 4 कर दी जाए, तो पृष्ठ स्थानांतरण की संख्या :","decreases","कम हो जाती है","increases","बढ़ जाती है","remains the same","समान रहती है","None of these","इनमे से कोई नहीं","B","","","Computer Science & Information Technology","कंप्यूटर विज्ञान एवं सूचना प्रौद्योगिकी","","","","1","0.25"
"A FIFO replacement algorithm associates with each page the _______.","0 प्रतिस्थापन एल्गोरिथम प्रत्येक पृष्ठ के साथ तब संबद्ध होता है, जब","time it was brought into memory","इसे मेमोरी में लाया जाता है","size of the page in memory","मेमोरी म� पृ� का आकर","page after and before it","इसके बाद और पहले पृ�","All options are correct","सभी विकल्प सही हैं","A","","","Computer Science & Information Technology","कंप्यूटर विज्ञान एवं सूचना प्रौद्योगिकी","","","","1","0.25"
"The aim of creating page replacement algorithms is to :","पृष्ठ प्रतिस्थापन एल्गोरिथम का निर्माण करने का उद्देश्य है:","replace pages faster","पृष्ठों के तेजी से प्रतिस्थापित करना","increase the page fault rate","पृष्ठ के दोष दर में वृद्धि करना","decrease the page fault rate","पृ� के दोष दर को कम करना","to allocate multiple pages to processes","संसा�धत करने के �लए एका�धक पृ�� को आवं�टत करना","C","","","Computer Science & Information Technology","कंप्यूटर विज्ञान एवं सूचना प्रौद्योगिकी","","","","1","0.25"
"The essential content(s) in each entry of a page table is / are :","किसी पृष्ठ तालिका की प्रत्येक प्रविष्टि में आवश्यक विषयवस्तु( विषयवस्तुएं) :","Virtual page number","वर्चुअल पृष्ठ संख्या होती है","Page frame number","पेज �ेम सं�या होती है","Both virtual page number and page frame number","वर्चुअल पृष्ठ संख्या और पैज फ्रेम संख्या दोनों","Access right information","'एक्सेस अधिकार जानकारी","B","","","Computer Science & Information Technology","कंप्यूटर विज्ञान एवं सूचना प्रौद्योगिकी","","","","1","0.25"
"When a page fault occurs before an executing instruction is complete :","जब इंस्ट्रक्शन का एग्जीक्यूट होना संपन्न होने से पहले पेज Gree होता है तबः","the instruction must be restarted","इंस्ट्रक्शन को रीस्टार्ट करना चाहिए","the instruction must be ignored","इंस्ट्रक्शन की उपेक्षा की जानी चाहिए","the instruction must be completed ignoring the page fault","पैज फाल्ट की उपेक्षा करते हुए इंस्ट्रक्शन को पूर्ण किया जाना चाहिए","None of these","इनमे से कोई नहीं","A","","","Computer Science & Information Technology","कंप्यूटर विज्ञान एवं सूचना प्रौद्योगिकी","","","","1","0.25"
"What is breach of availability?","उपलब्धता का उल्लंघन (ज्ीच ऑफ़ अवेलेबिलिटी)","This type of violation involves unauthorized reading of data","इस �कार के उ�लंघन म� डेटा का अन�धकृत पठन होता है","This violation involves unauthorized modiﬁcation of data","इस �कार के उ�लंघन म� डेटा का अन�धकृत संशोधन होता है","This violation involves unauthorized destruction of data","इस �कार के उ�लंघन म� डेटा का अन�धकृत नाश होता है","This violation involves unauthorized use of resources","इस �कार के उ�लंघन म� साधन� का अन�धकृत �योग होता है","C","","","Computer Science & Information Technology","कंप्यूटर विज्ञान एवं सूचना प्रौद्योगिकी","","","","1","0.25"
"Who unleashed famous worm attack in 1988 which eﬀected UNIX systems and caused losses in millions?","किसने 1988 का प्रसिद्द वर्म आक्रमण किया था जिसने UNIX सिस्टम्स को प्रभावित कर लाखों का नुक्सान किया था?","Robert Morris","रोबर्ट मोरिस","Bob Milano","बॉब मिलानो","Mark Zuckerberg","मार्क जुकरबर्ग","Bill Gates","बिल गेट्स","A","","","Computer Science & Information Technology","कंप्यूटर विज्ञान एवं सूचना प्रौद्योगिकी","","","","1","0.25"
"The disadvantage of machine level programming is","मशीन स्तर की प्रोग्रामिंग की हानि क्या है?","time consuming","अधिक समय लगना","chances of error are more","जुटी होने की सम्भावना अधिक होती है","debugging is diﬃcult","�डबग करना क�ठन होता है","All options are correct","सभी विकल्प सही हैं","D","","","Computer Science & Information Technology","कंप्यूटर विज्ञान एवं सूचना प्रौद्योगिकी","","","","1","0.25"
"The extension ﬁle that is must for a ﬁle to be accepted by the LINK as a valid object ﬁle is.","LINK द्वारा एक वैध ऑब्जेक्ट फाइल के रूप में स्वीकारे जाने के लिए किसी फाइल हेतु कौन-सा एक्सटेंशन आवश्यक होता है?",".OBJ ﬁle","OBJ फाइल",".EXE ﬁle","EXE फाइल",".MASM ﬁle","MASM फाइल","DEBUG ﬁle","DEBUG फाइल","A","","","Computer Science & Information Technology","कंप्यूटर विज्ञान एवं सूचना प्रौद्योगिकी","","","","1","0.25"
"Which of the following statements is true?","निम्न में से कौन-सा कथन सत्य हैं?","The input frequency of the programmable interval timer (PIT) is ﬁxed.","प्रोग्रामेबल इंटरवल टाइमर (PIT) की इनपुट फ्रिवर्वेसी निश्चित होती है|","The input frequency of the programmable interval timer (PIT) depends on processor clock.","प्रौग्रामेबल इंटरवल टाइमर (PIT) की इनपुट फ्रिवर्वेसी प्रोसेसर क्लॉक पर निर्भर करती है|","The input frequency of the programmable interval timer (PIT) is variable.","प्रौग्रामेबल इंटरवल टाइमर (PIT) की इनपुट फ्रिक्वेंसी परिवर्तनशील होती है|","The input frequency of the programmable interval timer (PIT) depends on hardware attached.","�ो�ामेबल इंटरवल टाइमर (PIT) क� इनपुट ���व�सी संल�न हाड�वेयर पर �नभ�र करती है|","A","","","Computer Science & Information Technology","कंप्यूटर विज्ञान एवं सूचना प्रौद्योगिकी","","","","1","0.25"
"A swap space can reside in","स्वैप स्पेस कहाँ हो सकता है","Separate disk partition","अलग डिस्क पार्टीशन","RAM RAM","","Cache","कैश","None of these","इनमे से कोई नहीं","A","","","Computer Science & Information Technology","कंप्यूटर विज्ञान एवं सूचना प्रौद्योगिकी","","","","1","0.25"
"What is meaning of right-set?","राईट-सेट का अर्थ क्या होता है?","It is a subset consist of read and write","यह एक सबसेट होता है �जसम� रीड और राईट होते ह�","It is a subset of all valid operations that can be performed on the object","यह एक सबसेट होता है जिसमें ऐसे सभी वैध ऑपरेशन होते हैं, जो ऑब्जेक्ट पर किए जा सकते हैं","It is a subset consist of read, write and execute","यह एक सबसेट होता है जिसमें रीड, राईट और एग्जीवयूट सम्मिलित होते हैं","None of these","इनमे से कोई नहीं","B","","","Computer Science & Information Technology","कंप्यूटर विज्ञान एवं सूचना प्रौद्योगिकी","","","","1","0.25"
"Which two rights allow a process to change the entries in a column?","कौन-से दो अधिकार किसी प्रोसेस को कॉलम की प्रविष्टियाँ बदलने देते हैं?","copy and transfer","कॉपी और ट्रान्सफर","copy and owner","कॉपी और ओनर","owner and transfer","ओनर और ट्रान्सफर","deny and copy","डिनाई और कॉपी","A","","","Computer Science & Information Technology","कंप्यूटर विज्ञान एवं सूचना प्रौद्योगिकी","","","","1","0.25"
"Which of the following objects require protection?","निम्न में से किस वस्तु को संरक्षण की आवश्यकता होती है?","Monitor","मॉनिटर","Memory","मैमोरी","Power supply unit","पॉवर सप्लाई यूनिट","All options are correct","सभी विकल्प सही हैं","A","","","Computer Science & Information Technology","कंप्यूटर विज्ञान एवं सूचना प्रौद्योगिकी","","","","1","0.25"
"Which hardware triggers some operation after certain programmed count?","कौन-सा हार्डवेयर किसी प्रोग्राम की गणना के पश्चात किसी कार्य को ट्रिगर करता है?","programmable interval timer","प्रोग्रामेबल इंटरवल टाइमर","interrupt timer","इंटरप्ट टाइमर","programmable timer","प्रौग्रामेबल टाइमर","None of these","इनमे से कोई नहीं","A","","","Computer Science & Information Technology","कंप्यूटर विज्ञान एवं सूचना प्रौद्योगिकी","","","","1","0.25"
"By deﬁnition a GIS must include: A. A subsystem for data reporting and product generation B. A method for data storage, retrieval, and representation C. Data analysis functions D. A means for the input of spatial and non-spatial data","परिभाषा के आधार पर GIS में क्या सम्मिलित होना TER A. डेटा रिपोर्टिंग एवं उत्पाद निर्माण हेतु एक सबसिस्टम 8. डेटा संचयन, पुनः प्राप्ति, एवं निरूपण हेतु एक मेथड C. डेटा विश्लेषण फंक्शन 0. स्थानिक और गैर-स्थानिक डेटा प्रविष्ट करने हेतु एक साधन|","Only A and B","केवल A और 8","Only B and C","केवल 8 और ९","Only A, B and D","केवल A, B और 0","All A, B, C and D","सभी a, 8, ९ और 0","D","","","Computer Science & Information Technology","कंप्यूटर विज्ञान एवं सूचना प्रौद्योगिकी","","","","1","0.25"
"On which of the following operation of an image, the topology of the region changes?","निम्न में से इमेज के किस ऑपरेशन द्वारा क्षेत्र की टोपोलॉजी परिवर्तित होती है?","Stretching","स्ट्रेचिंग","Rotation","घूर्णन","Folding","फोल्डिंग","Change in distance measure","दूरी के माप में परिवर्तन @ lesisook com","C","","","Computer Science & Information Technology","कंप्यूटर विज्ञान एवं सूचना प्रौद्योगिकी","","","","1","0.25"
"Which of the following can be a problem in manual digitizing? A. Inaccuracies in document registration. B. Availability of suitable hardware and software. C. Hand-eye coordination. D. Dimensional stability of source documents.","मैन्युअल डिजिटाईजिंग में निम्न के से कौनसी समस्या हो सकता है? #-दस्तावेज के पंजीकरण में ब्रुटी| 8. उपयुक्त हार्डवेयर तथा सॉफ्टवेयर का उपलब्ध ना होना | C. हस्त-नेत्र सामंजस्य | 0. स्त्रोत दस्तावेजों की आयामी स्थिरता|","Only A","केवल A","Only B and C","केवल 8 और ९","Only C and D","केवल C और 0","Only A, C and D","केवल A, C af 0","D","","","Computer Science & Information Technology","कंप्यूटर विज्ञान एवं सूचना प्रौद्योगिकी","","","","1","0.25"
"Which of the following might be considered as the fourth dimension in GIS?","निम्न में से किसे 515 का चौथा आयाम माना जा सकता है?","Time","समय","Location","स्थान","Scale","स्केल","Space","स्पेस","A","","","Computer Science & Information Technology","कंप्यूटर विज्ञान एवं सूचना प्रौद्योगिकी","","","","1","0.25"
"What can GIS NOT be used to visualize?","GIS का प्रयोग किसका अनुमान लगाने के लिए नहीं किया जा सकता?","Patterns","प्रतिरूप","Tables","टेबल","Trends","ट्रेंड","Relationships","संबंध","B","","","Computer Science & Information Technology","कंप्यूटर विज्ञान एवं सूचना प्रौद्योगिकी","","","","1","0.25"
